gare,agence,numTrain,Date Heure du train,typeTrain,dateHeure1erAffichageVoie,delaiAffichageVoieHorsRetard,delaiAffichageVoieRetardCompris,instantAffichageHorsRetard,instantAffichageRetardCompris,dernierRetardAffiche,nbrRetardsConfirmes,nbDevoiementsTotal,nbDevoiementsAffiches,nbDevoiementsNonAffiches
Poitiers,AG Sud-Ouest,863418,05/05/2017 09:21:00,TER,05/05/2017 09:01:12,20,20,H-20.0,H-20,,0,,,
Paris Gare du Nord,AG Ile-de-France,847610,05/05/2017 09:11:00,TER,05/05/2017 09:01:29,10,10,H-10.0,H-10,,0,,,
Toulouse Matabiau,AG Sud-Ouest,872604,05/05/2017 09:22:00,TER,05/05/2017 09:02:02,20,20,H-20.0,H-20,,0,,,
Tours,AG Centre-Ouest,860703,05/05/2017 09:22:00,TER,05/05/2017 09:02:07,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,883708,05/05/2017 09:22:00,TER,05/05/2017 09:02:09,20,20,H-20.0,H-20,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6744,05/05/2017 09:05:00,TGV,05/05/2017 09:02:14,3,3,H-3.0,H-3,,0,,,
Amiens,AG Manche-Nord,843902,05/05/2017 09:21:00,TER,05/05/2017 09:02:32,18,18,H-18.0,H-18,,0,,,
Poitiers,AG Sud-Ouest,863185,05/05/2017 09:23:00,TER,05/05/2017 09:03:04,20,20,H-20.0,H-20,,0,,,
Le Mans,AG Centre-Ouest,8060,05/05/2017 09:23:00,TGV,05/05/2017 09:03:09,20,20,H-20.0,H-20,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887112,05/05/2017 09:11:00,TER,05/05/2017 09:04:04,7,7,H-7.0,H-7,,0,,,
Marseille Saint-Charles,AG Méditerranée,880651,05/05/2017 09:15:00,TER,05/05/2017 09:04:08,11,11,H-11.0,H-11,,0,,,
Marseille Saint-Charles,AG Méditerranée,1765788,05/05/2017 09:16:00,TER,05/05/2017 09:04:08,12,12,H-12.0,H-12,,0,,,
Lille Flandres,AG Manche-Nord,844820,05/05/2017 09:59:00,TER,05/05/2017 09:04:50,54,54,H-54.0,H-54,,0,,,
Lille Flandres,AG Manche-Nord,1685623,05/05/2017 09:55:00,TER,05/05/2017 09:04:50,50,50,H-50.0,H-50,,0,,,
Lille Flandres,AG Manche-Nord,843905,05/05/2017 09:58:00,TER,05/05/2017 09:04:50,53,53,H-53.0,H-53,,0,,,
Nantes,AG Centre-Ouest,859401,05/05/2017 09:25:00,TER,05/05/2017 09:05:04,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,830521,05/05/2017 09:25:00,TER,05/05/2017 09:05:05,20,20,H-20.0,H-20,,0,,,
Paris Austerlitz,AG Ile-de-France,860504,05/05/2017 09:20:00,TER,05/05/2017 09:05:08,15,20,H-15.0,H-20,00:05:00,1,,,
Marseille Saint-Charles,AG Méditerranée,881024,05/05/2017 09:23:00,TER,05/05/2017 09:05:09,18,23,H-18.0,H-23,00:05:00,1,,,
Aéroport Charles de Gaulle 2 TGV,AG Ile-de-France,10507,05/05/2017 09:12:00,TGV,05/05/2017 09:05:13,7,7,H-7.0,H-7,,0,,,
Paris Gare du Nord,AG Ile-de-France,7228,05/05/2017 09:14:00,TGV,05/05/2017 09:05:22,9,9,H-9.0,H-9,,0,,,
Metz Ville,AG Est-Européen,837523,05/05/2017 09:28:00,TER,05/05/2017 09:05:28,23,23,H-23.0,H-23,,0,,,
Nîmes,AG Méditerranée,5166,05/05/2017 09:23:00,TGV,05/05/2017 09:06:01,17,17,H-17.0,H-17,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,889419,05/05/2017 09:51:00,TER,05/05/2017 09:06:05,45,45,H-45.0,H-45,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,895801,05/05/2017 09:47:00,TER,05/05/2017 09:06:05,41,41,H-41.0,H-41,,0,,,
Paris Montparnasse,AG Ile-de-France,3410,05/05/2017 09:16:00,INTERCITES,05/05/2017 09:06:11,10,10,H-10.0,H-10,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,886264,05/05/2017 09:58:00,TER,05/05/2017 09:06:56,51,51,H-51.0,H-51,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886915,05/05/2017 09:37:00,TER,05/05/2017 09:07:06,30,30,H-30.0,H-30,,0,,,
Paris Gare du Nord,AG Ile-de-France,9080,05/05/2017 09:17:00,EUROSTAR,05/05/2017 09:07:13,10,10,H-10.0,H-10,,0,,,
Lille Flandres,AG Manche-Nord,7015,05/05/2017 09:18:00,TGV,05/05/2017 09:07:42,10,10,H-10.0,H-10,,0,,,
Paris Saint-Lazare,AG Ile-de-France,3106,05/05/2017 09:18:00,INTERCITES,05/05/2017 09:08:02,10,10,H-10.0,H-10,,0,,,
Grenoble,AG Centre Est Rhône Alpin,17512,05/05/2017 09:27:00,TER,05/05/2017 09:08:05,19,19,H-19.0,H-19,,0,,,
Strasbourg,AG Est-Européen,830877,05/05/2017 09:28:00,TER,05/05/2017 09:08:09,20,20,H-20.0,H-20,,0,,,
Nice,AG Méditerranée,86012,05/05/2017 09:28:00,TER,05/05/2017 09:08:11,20,20,H-20.0,H-20,,0,,,
Tours,AG Centre-Ouest,860306,05/05/2017 09:28:00,TER,05/05/2017 09:08:22,20,20,H-20.0,H-20,,0,,,
Paris Saint-Lazare,AG Ile-de-France,850044,05/05/2017 09:09:00,TER,05/05/2017 09:08:47,0,0,H-0.0,H-0,,0,,,
Paris Gare de Lyon,AG Ile-de-France,891016,05/05/2017 09:09:00,TER,05/05/2017 09:08:48,0,0,H-0.0,H-0,,0,,,
Grenoble,AG Centre Est Rhône Alpin,17565,05/05/2017 09:29:00,TER,05/05/2017 09:09:06,20,20,H-20.0,H-20,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,865109,05/05/2017 09:28:00,TER,05/05/2017 09:09:12,19,19,H-19.0,H-19,,0,,,
Poitiers,AG Sud-Ouest,10701,05/05/2017 09:14:00,TGV,05/05/2017 09:09:19,5,5,H-5.0,H-5,,0,,,
Rennes,AG Centre-Ouest,856018,05/05/2017 09:29:00,TER,05/05/2017 09:09:45,19,19,H-19.0,H-19,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873758,05/05/2017 09:28:00,TER,05/05/2017 09:10:01,18,18,H-18.0,H-18,,0,,,
Nice,AG Méditerranée,881117,05/05/2017 09:29:00,TER,05/05/2017 09:10:03,19,19,H-19.0,H-19,,0,,,
Montpellier Saint-Roch,AG Méditerranée,9731,05/05/2017 09:29:00,TGV,05/05/2017 09:10:04,19,19,H-19.0,H-19,,0,,,
Lille Flandres,AG Manche-Nord,844918,05/05/2017 10:14:00,TER,05/05/2017 09:10:05,64,64,H-64.0,H-64,,0,,,
Lille Flandres,AG Manche-Nord,1686636,05/05/2017 10:25:00,TER,05/05/2017 09:10:05,75,75,H-75.0,H-75,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,5353,05/05/2017 09:30:00,TGV,05/05/2017 09:10:09,20,20,H-20.0,H-20,,0,,,
Paris Montparnasse,AG Ile-de-France,862416,05/05/2017 09:20:00,TER,05/05/2017 09:10:35,9,9,H-9.0,H-9,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6960,05/05/2017 09:15:00,TGV,05/05/2017 09:10:40,4,4,H-4.0,H-4,,0,,,
Paris Saint-Lazare,AG Ile-de-France,3370,05/05/2017 09:21:00,INTERCITES,05/05/2017 09:11:03,10,10,H-10.0,H-10,,0,,,
Montpellier Saint-Roch,AG Méditerranée,876604,05/05/2017 09:31:00,TER,05/05/2017 09:11:05,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,9261,05/05/2017 09:30:00,TGV,05/05/2017 09:11:05,19,19,H-19.0,H-19,,0,,,
Dijon,AG Centre Est Rhône Alpin,17756,05/05/2017 09:22:00,TER,05/05/2017 09:11:05,11,11,H-11.0,H-11,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,886613,05/05/2017 09:59:00,TER,05/05/2017 09:11:10,48,48,H-48.0,H-48,,0,,,
Le Mans,AG Centre-Ouest,857382,05/05/2017 09:32:00,TER,05/05/2017 09:12:06,20,20,H-20.0,H-20,,0,,,
Amiens,AG Manche-Nord,848423,05/05/2017 09:30:00,TER,05/05/2017 09:12:10,18,18,H-18.0,H-18,,0,,,
Paris Gare du Nord,AG Ile-de-France,847860,05/05/2017 09:20:00,TER,05/05/2017 09:12:16,8,8,H-8.0,H-8,,0,,,
Strasbourg,AG Est-Européen,831318,05/05/2017 09:18:00,TER,05/05/2017 09:12:21,6,6,H-6.0,H-6,,0,,,
Strasbourg,AG Est-Européen,831715,05/05/2017 09:13:00,TER,05/05/2017 09:12:21,1,1,H-1.0,H-1,,0,,,
Nancy,AG Est-Européen,837526,05/05/2017 09:32:00,TER,05/05/2017 09:12:23,20,20,H-20.0,H-20,,0,,,
Paris Montparnasse,AG Ile-de-France,16690,05/05/2017 09:23:00,TGV,05/05/2017 09:13:15,10,10,H-10.0,H-10,,0,,,
Lille Flandres,AG Manche-Nord,842212,05/05/2017 10:35:00,TER,05/05/2017 09:13:38,81,81,H-81.0,H-81,,0,,,
Nîmes,AG Méditerranée,4755,05/05/2017 09:25:00,INTERCITES,05/05/2017 09:13:38,11,11,H-11.0,H-11,,0,,,
Dijon,AG Centre Est Rhône Alpin,891708,05/05/2017 09:32:00,TER,05/05/2017 09:13:47,18,18,H-18.0,H-18,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,865079,05/05/2017 09:20:00,TER,05/05/2017 09:13:55,6,6,H-6.0,H-6,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,8401,05/05/2017 09:33:00,TGV,05/05/2017 09:13:55,19,19,H-19.0,H-19,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,106407,05/05/2017 09:34:00,TER,05/05/2017 09:14:02,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,87418,05/05/2017 09:34:00,TER,05/05/2017 09:14:02,20,20,H-20.0,H-20,,0,,,
Lens,AG Manche-Nord,843614,05/05/2017 09:34:00,TER,05/05/2017 09:14:04,20,25,H-20.0,H-25,00:05:00,1,,,
Paris Austerlitz,AG Ile-de-France,14044,05/05/2017 09:34:00,INTERCITES,05/05/2017 09:14:05,20,20,H-20.0,H-20,,0,,,
Lille Flandres,AG Manche-Nord,19710,05/05/2017 09:50:00,TER,05/05/2017 09:14:59,35,35,H-35.0,H-35,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,14033,05/05/2017 09:35:00,INTERCITES,05/05/2017 09:15:03,20,20,H-20.0,H-20,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6902,05/05/2017 09:19:00,TGV,05/05/2017 09:15:03,4,4,H-4.0,H-4,,0,,,
Tours,AG Centre-Ouest,52955,05/05/2017 09:35:00,BUS,05/05/2017 09:15:08,20,20,H-20.0,H-20,,0,,,
Rennes,AG Centre-Ouest,855221,05/05/2017 09:34:00,TER,05/05/2017 09:15:09,19,19,H-19.0,H-19,,0,,,
Toulouse Matabiau,AG Sud-Ouest,871641,05/05/2017 09:35:00,TER,05/05/2017 09:15:12,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885413,05/05/2017 09:34:00,TER,05/05/2017 09:15:12,19,19,H-19.0,H-19,,0,,,
Toulouse Matabiau,AG Sud-Ouest,871452,05/05/2017 09:15:00,TER,05/05/2017 09:15:12,0,0,H+0.0,H-0,,0,,,
Nantes,AG Centre-Ouest,858018,05/05/2017 09:34:00,TER,05/05/2017 09:15:13,19,19,H-19.0,H-19,,0,,,
Montpellier Saint-Roch,AG Méditerranée,6201,05/05/2017 09:35:00,TGV,05/05/2017 09:15:14,20,20,H-20.0,H-20,,0,,,
Paris Bercy,AG Ile-de-France,891200,05/05/2017 09:22:00,TER,05/05/2017 09:15:55,6,6,H-6.0,H-6,,0,,,
Toulouse Matabiau,AG Sud-Ouest,870304,05/05/2017 09:36:00,TER,05/05/2017 09:16:03,20,30,H-20.0,H-30,10:00:00,1,,,
Nantes,AG Centre-Ouest,859557,05/05/2017 09:29:00,TER,05/05/2017 09:16:03,13,13,H-13.0,H-13,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887113,05/05/2017 09:15:00,TER,05/05/2017 09:16:04,-1,-1,H+1.0,H+1,,0,,,
Limoges Bénédictins,AG Sud-Ouest,868123,05/05/2017 09:36:00,TER,05/05/2017 09:17:08,19,19,H-19.0,H-19,,0,,,
Paris Montparnasse,AG Ile-de-France,16710,05/05/2017 09:27:00,TGV,05/05/2017 09:17:08,10,10,H-10.0,H-10,,0,,,
Strasbourg,AG Est-Européen,1661634,05/05/2017 09:37:00,TER,05/05/2017 09:17:25,20,20,H-20.0,H-20,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,17517,05/05/2017 09:37:00,TER,05/05/2017 09:18:27,19,19,H-19.0,H-19,,0,,,
Nantes,AG Centre-Ouest,858156,05/05/2017 09:39:00,TER,05/05/2017 09:19:06,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,926737,05/05/2017 09:39:00,TER,05/05/2017 09:19:06,20,20,H-20.0,H-20,,0,,,
Paris Gare du Nord,AG Ile-de-France,847908,05/05/2017 09:29:00,TER,05/05/2017 09:19:10,10,10,H-10.0,H-10,,0,,,
Nantes,AG Centre-Ouest,860001,05/05/2017 09:40:00,TER,05/05/2017 09:20:06,20,20,H-20.0,H-20,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886710,05/05/2017 09:40:00,TER,05/05/2017 09:20:07,20,20,H-20.0,H-20,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,6680,05/05/2017 09:47:00,TGV,05/05/2017 09:20:07,27,27,H-27.0,H-27,,0,,,
Lens,AG Manche-Nord,846417,05/05/2017 09:40:00,TER,05/05/2017 09:20:18,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,835015,05/05/2017 09:41:00,TER,05/05/2017 09:21:08,20,20,H-20.0,H-20,,0,,,
Amiens,AG Manche-Nord,12009,05/05/2017 09:41:00,INTERCITES,05/05/2017 09:21:08,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,68161,05/05/2017 11:00:00,BUS,05/05/2017 09:21:11,99,99,H-99.0,H-99,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873290,05/05/2017 09:41:00,TER,05/05/2017 09:21:11,20,20,H-20.0,H-20,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887118,05/05/2017 10:41:00,TER,05/05/2017 09:21:29,80,80,H-80.0,H-80,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,6605,05/05/2017 10:09:00,TGV,05/05/2017 09:21:29,48,48,H-48.0,H-48,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887115,05/05/2017 10:10:00,TER,05/05/2017 09:21:29,49,49,H-49.0,H-49,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887314,05/05/2017 10:05:00,TER,05/05/2017 09:21:29,44,44,H-44.0,H-44,,0,,,
Toulouse Matabiau,AG Sud-Ouest,871849,05/05/2017 09:41:00,TER,05/05/2017 09:21:57,19,19,H-19.0,H-19,,0,,,
Lille Europe,AG Manche-Nord,9117,05/05/2017 09:26:00,EUROSTAR,05/05/2017 09:21:57,4,4,H-4.0,H-4,,0,,,
Marseille Saint-Charles,AG Méditerranée,881610,05/05/2017 09:25:00,TER,05/05/2017 09:22:00,3,3,H-3.0,H-3,,0,,,
Tours,AG Centre-Ouest,14033,05/05/2017 09:42:00,INTERCITES,05/05/2017 09:22:04,20,20,H-20.0,H-20,,0,,,
Limoges Bénédictins,AG Sud-Ouest,868753,05/05/2017 09:42:00,TER,05/05/2017 09:22:12,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,837528,05/05/2017 09:40:00,TER,05/05/2017 09:22:42,17,17,H-17.0,H-17,,0,,,
Paris Gare du Nord,AG Ile-de-France,2008,05/05/2017 09:32:00,INTERCITES,05/05/2017 09:22:53,9,9,H-9.0,H-9,,0,,,
Paris Gare de Lyon,AG Ile-de-France,9760,05/05/2017 09:27:00,LYRIA,05/05/2017 09:22:58,4,4,H-4.0,H-4,,0,,,
Nantes,AG Centre-Ouest,858856,05/05/2017 09:43:00,TER,05/05/2017 09:23:09,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,831881,05/05/2017 09:38:00,TER,05/05/2017 09:23:09,15,15,H-15.0,H-15,,0,,,
Rennes,AG Centre-Ouest,856616,05/05/2017 09:42:00,TER,05/05/2017 09:23:14,19,19,H-19.0,H-19,,0,,,
Paris Est,AG Ile-de-France,2410,05/05/2017 09:35:00,TGV,05/05/2017 09:23:15,12,12,H-12.0,H-12,,0,,,
Nancy,AG Est-Européen,833604,05/05/2017 09:29:00,TER,05/05/2017 09:24:34,4,4,H-4.0,H-4,,0,,,
Lyon Saint-Exupéry TGV,AG Centre Est Rhône Alpin,6284,05/05/2017 09:46:00,OUIGO,05/05/2017 09:24:44,21,21,H-21.0,H-21,,0,,,
Tours,AG Centre-Ouest,107353,05/05/2017 09:45:00,TER,05/05/2017 09:25:07,20,20,H-20.0,H-20,,0,,,
Nantes,AG Centre-Ouest,858238,05/05/2017 09:45:00,TER,05/05/2017 09:25:11,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885660,05/05/2017 09:45:00,TER,05/05/2017 09:25:22,20,20,H-20.0,H-20,,0,,,
Toulouse Matabiau,AG Sud-Ouest,4655,05/05/2017 09:45:00,INTERCITES,05/05/2017 09:25:39,19,19,H-19.0,H-19,,0,,,
Toulouse Matabiau,AG Sud-Ouest,871404,05/05/2017 09:45:00,TER,05/05/2017 09:25:39,19,19,H-19.0,H-19,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,8471,05/05/2017 09:45:00,TGV,05/05/2017 09:25:43,19,19,H-19.0,H-19,,0,,,
Dijon,AG Centre Est Rhône Alpin,891373,05/05/2017 09:40:00,TER,05/05/2017 09:25:47,14,14,H-14.0,H-14,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,886178,05/05/2017 09:40:00,TER,05/05/2017 09:25:48,14,14,H-14.0,H-14,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,889419,05/05/2017 09:39:00,TER,05/05/2017 09:25:48,13,13,H-13.0,H-13,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,6643,05/05/2017 09:26:00,TGV,05/05/2017 09:25:48,0,0,H-0.0,H-0,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,895801,05/05/2017 09:26:00,TER,05/05/2017 09:25:48,0,0,H-0.0,H-0,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,96557,05/05/2017 09:22:00,TER,05/05/2017 09:25:48,-4,-4,H+4.0,H+4,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,1762414,05/05/2017 09:18:00,TER,05/05/2017 09:25:48,-8,-8,H+8.0,H+8,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,886013,05/05/2017 09:14:00,TER,05/05/2017 09:25:48,-12,-12,H+12.0,H+12,,0,,,
Le Mans,AG Centre-Ouest,857658,05/05/2017 09:46:00,TER,05/05/2017 09:26:08,20,20,H-20.0,H-20,,0,,,
Nîmes,AG Méditerranée,876522,05/05/2017 09:46:00,TER,05/05/2017 09:26:10,20,20,H-20.0,H-20,,0,,,
Paris Montparnasse,AG Ile-de-France,862464,05/05/2017 09:36:00,TER,05/05/2017 09:26:14,10,10,H-10.0,H-10,,0,,,
Poitiers,AG Sud-Ouest,4021,05/05/2017 09:47:00,INTERCITES,05/05/2017 09:27:03,20,20,H-20.0,H-20,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,17072,05/05/2017 09:39:00,TGV,05/05/2017 09:27:03,12,12,H-12.0,H-12,,0,,,
Nancy,AG Est-Européen,2502,05/05/2017 09:47:00,TGV,05/05/2017 09:27:06,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,835806,05/05/2017 09:40:00,TER,05/05/2017 09:27:06,13,13,H-13.0,H-13,,0,,,
Nice,AG Méditerranée,86014,05/05/2017 09:47:00,TER,05/05/2017 09:27:07,20,20,H-20.0,H-20,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,9241,05/05/2017 09:39:00,TGV,05/05/2017 09:27:07,12,12,H-12.0,H-12,,0,,,
Grenoble,AG Centre Est Rhône Alpin,17609,05/05/2017 09:38:00,TER,05/05/2017 09:27:13,11,11,H-11.0,H-11,,0,,,
Marseille Saint-Charles,AG Méditerranée,879723,05/05/2017 09:39:00,TER,05/05/2017 09:27:14,12,12,H-12.0,H-12,,0,,,
Marseille Saint-Charles,AG Méditerranée,17470,05/05/2017 09:29:00,TER,05/05/2017 09:27:14,2,2,H-2.0,H-2,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,886715,05/05/2017 09:48:00,TER,05/05/2017 09:27:48,20,20,H-20.0,H-20,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,17612,05/05/2017 09:46:00,TER,05/05/2017 09:27:48,18,18,H-18.0,H-18,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,17805,05/05/2017 09:44:00,TER,05/05/2017 09:27:48,16,16,H-16.0,H-16,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,16809,05/05/2017 09:48:00,TER,05/05/2017 09:28:05,20,20,H-20.0,H-20,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6648,05/05/2017 09:33:00,TGV,05/05/2017 09:29:13,4,4,H-4.0,H-4,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886267,05/05/2017 09:59:00,TER,05/05/2017 09:29:26,30,30,H-30.0,H-30,,0,,,
Montpellier Saint-Roch,AG Méditerranée,876409,05/05/2017 09:47:00,TER,05/05/2017 09:29:28,18,18,H-18.0,H-18,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,866112,05/05/2017 09:49:00,TER,05/05/2017 09:29:35,19,19,H-19.0,H-19,,0,,,
Aéroport Charles de Gaulle 2 TGV,AG Ile-de-France,7632,05/05/2017 09:44:00,OUIGO,05/05/2017 09:30:02,14,14,H-14.0,H-14,,0,,,
Paris Saint-Lazare,AG Ile-de-France,13110,05/05/2017 09:40:00,INTERCITES,05/05/2017 09:30:05,10,10,H-10.0,H-10,,0,,,
Nantes,AG Centre-Ouest,857365,05/05/2017 09:50:00,TER,05/05/2017 09:30:06,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885115,05/05/2017 09:48:00,TER,05/05/2017 09:30:06,18,18,H-18.0,H-18,,0,,,
Paris Gare du Nord,AG Ile-de-France,18720,05/05/2017 09:35:00,THALYS,05/05/2017 09:30:07,5,5,H-5.0,H-5,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,886613,05/05/2017 09:48:00,TER,05/05/2017 09:30:30,18,18,H-18.0,H-18,,0,,,
Paris Est,AG Ile-de-France,2580,05/05/2017 09:18:00,INTERCITES,05/05/2017 09:30:30,-13,-13,H+13.0,H+13,,0,,,
Nice,AG Méditerranée,6174,05/05/2017 09:52:00,TGV,05/05/2017 09:30:40,21,21,H-21.0,H-21,,0,,,
Paris Gare du Nord,AG Ile-de-France,847612,05/05/2017 09:41:00,TER,05/05/2017 09:31:07,10,10,H-10.0,H-10,,0,,,
Aéroport Charles de Gaulle 2 TGV,AG Ile-de-France,7601,05/05/2017 09:43:00,OUIGO,05/05/2017 09:32:04,11,11,H-11.0,H-11,,0,,,
Nancy,AG Est-Européen,835014,05/05/2017 09:44:00,TER,05/05/2017 09:32:10,12,12,H-12.0,H-12,,0,,,
Nîmes,AG Méditerranée,6206,05/05/2017 09:52:00,TGV,05/05/2017 09:32:16,20,20,H-20.0,H-20,,0,,,
Nîmes,AG Méditerranée,2938,05/05/2017 09:52:00,IDTGV,05/05/2017 09:32:16,20,20,H-20.0,H-20,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,886266,05/05/2017 10:58:00,TER,05/05/2017 09:32:49,85,85,H-85.0,H-85,,0,,,
Paris Montparnasse,AG Ile-de-France,8404,05/05/2017 09:38:00,TGV,05/05/2017 09:33:13,5,5,H-5.0,H-5,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873612,05/05/2017 09:53:00,TER,05/05/2017 09:33:21,20,20,H-20.0,H-20,,0,,,
Metz Ville,AG Est-Européen,837698,05/05/2017 09:52:00,TER,05/05/2017 09:34:02,18,23,H-18.0,H-23,00:05:00,1,,,
Paris Est,AG Ile-de-France,2596,05/05/2017 09:46:00,TGV,05/05/2017 09:34:03,12,12,H-12.0,H-12,,0,,,
Rennes,AG Centre-Ouest,855564,05/05/2017 09:54:00,TER,05/05/2017 09:34:04,20,20,H-20.0,H-20,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,886615,05/05/2017 10:59:00,TER,05/05/2017 09:35:01,84,84,H-84.0,H-84,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,34220,05/05/2017 09:55:00,CAR,05/05/2017 09:35:03,20,20,H-20.0,H-20,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,866318,05/05/2017 09:55:00,TER,05/05/2017 09:35:08,20,20,H-20.0,H-20,,0,,,
Limoges Bénédictins,AG Sud-Ouest,868003,05/05/2017 09:55:00,TER,05/05/2017 09:35:09,20,20,H-20.0,H-20,,0,,,
Limoges Bénédictins,AG Sud-Ouest,868224,05/05/2017 09:54:00,TER,05/05/2017 09:35:09,19,19,H-19.0,H-19,,0,,,
Montpellier Saint-Roch,AG Méditerranée,4755,05/05/2017 09:53:00,INTERCITES,05/05/2017 09:35:09,18,18,H-18.0,H-18,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,108260,05/05/2017 09:55:00,TER,05/05/2017 09:35:12,20,20,H-20.0,H-20,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,10701,05/05/2017 09:54:00,TGV,05/05/2017 09:35:12,19,19,H-19.0,H-19,,0,,,
Tours,AG Centre-Ouest,16809,05/05/2017 09:55:00,TER,05/05/2017 09:36:06,19,19,H-19.0,H-19,,0,,,
Nantes,AG Centre-Ouest,8807,05/05/2017 09:56:00,TGV,05/05/2017 09:36:11,20,20,H-20.0,H-20,,0,,,
Poitiers,AG Sud-Ouest,868004,05/05/2017 09:56:00,TER,05/05/2017 09:36:11,20,20,H-20.0,H-20,,0,,,
Paris Gare du Nord,AG Ile-de-France,7530,05/05/2017 09:44:00,TGV,05/05/2017 09:36:11,8,8,H-8.0,H-8,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,6868,05/05/2017 09:50:00,TGV,05/05/2017 09:36:13,14,14,H-14.0,H-14,,0,,,
Rennes,AG Centre-Ouest,17308,05/05/2017 09:16:00,TGV,05/05/2017 09:36:15,-20,-20,H+20.0,H+20,,0,,,
Marseille Saint-Charles,AG Méditerranée,6101,05/05/2017 09:43:00,TGV,05/05/2017 09:36:20,7,7,H-7.0,H-7,,0,,,
Marseille Saint-Charles,AG Méditerranée,880127,05/05/2017 09:43:00,TER,05/05/2017 09:36:20,7,7,H-7.0,H-7,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,6607,05/05/2017 11:09:00,TGV,05/05/2017 09:36:22,93,93,H-93.0,H-93,,0,,,
