gare,agence,numTrain,Date Heure du train,typeTrain,dateHeure1erAffichageVoie,delaiAffichageVoieHorsRetard,delaiAffichageVoieRetardCompris,instantAffichageHorsRetard,instantAffichageRetardCompris,dernierRetardAffiche,nbrRetardsConfirmes,nbDevoiementsTotal,nbDevoiementsAffiches,nbDevoiementsNonAffiches
Grenoble,AG Centre Est Rhône Alpin,885135,05/05/2017 18:18:00,TER,05/05/2017 17:58:34,19,19,H-19.0,H-19,,0,,,
Amiens,AG Manche-Nord,848725,05/05/2017 18:17:00,TER,05/05/2017 17:58:40,18,18,H-18.0,H-18,,0,,,
Toulouse Matabiau,AG Sud-Ouest,870063,05/05/2017 18:18:00,TER,05/05/2017 17:58:52,19,19,H-19.0,H-19,,0,,,
Nancy,AG Est-Européen,35243,05/05/2017 19:06:00,CAR,05/05/2017 17:58:53,67,67,H-67.0,H-67,,0,,,
Poitiers,AG Sud-Ouest,4020,05/05/2017 18:18:00,INTERCITES,05/05/2017 17:59:00,19,19,H-19.0,H-19,,0,,,
Tours,AG Centre-Ouest,860320,05/05/2017 18:26:00,TER,05/05/2017 17:59:01,27,27,H-27.0,H-27,,0,,,
Tours,AG Centre-Ouest,105436,05/05/2017 18:24:00,TER,05/05/2017 17:59:01,25,25,H-25.0,H-25,,0,,,
Strasbourg,AG Est-Européen,831336,05/05/2017 18:19:00,TER,05/05/2017 17:59:05,20,20,H-20.0,H-20,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,6623,05/05/2017 19:09:00,TGV,05/05/2017 17:59:06,70,70,H-70.0,H-70,,0,,,
Paris Montparnasse,AG Ile-de-France,3440,05/05/2017 18:08:00,INTERCITES,05/05/2017 17:59:07,9,9,H-9.0,H-9,,0,,,
Paris Saint-Lazare,AG Ile-de-France,3124,05/05/2017 18:10:00,INTERCITES,05/05/2017 18:00:04,10,10,H-10.0,H-10,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,860744,05/05/2017 18:20:00,TER,05/05/2017 18:00:06,20,20,H-20.0,H-20,,0,,,
Paris Gare du Nord,AG Ile-de-France,14460,05/05/2017 18:08:00,TGV,05/05/2017 18:00:06,8,8,H-8.0,H-8,,0,,,
Metz Ville,AG Est-Européen,23754,05/05/2017 18:20:00,TER,05/05/2017 18:00:07,20,20,H-20.0,H-20,,0,,,
Metz Ville,AG Est-Européen,2621,05/05/2017 18:04:00,TGV,05/05/2017 18:00:07,4,4,H-4.0,H-4,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,17582,05/05/2017 18:19:00,TER,05/05/2017 18:00:08,19,19,H-19.0,H-19,,0,,,
Lille Flandres,AG Manche-Nord,842436,05/05/2017 18:50:00,TER,05/05/2017 18:00:09,50,50,H-50.0,H-50,,0,,,
Paris Austerlitz,AG Ile-de-France,3634,05/05/2017 18:18:00,INTERCITES,05/05/2017 18:00:09,18,18,H-18.0,H-18,,0,,,
Rennes,AG Centre-Ouest,854358,05/05/2017 18:19:00,TER,05/05/2017 18:00:14,19,19,H-19.0,H-19,,0,,,
Rennes,AG Centre-Ouest,856640,05/05/2017 18:12:00,TER,05/05/2017 18:00:14,12,12,H-12.0,H-12,,0,,,
Nîmes,AG Méditerranée,876316,05/05/2017 18:20:00,TER,05/05/2017 18:00:16,20,20,H-20.0,H-20,,0,,,
Le Mans,AG Centre-Ouest,8844,05/05/2017 18:20:00,TGV,05/05/2017 18:01:22,19,19,H-19.0,H-19,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885732,05/05/2017 18:22:00,TER,05/05/2017 18:02:07,20,20,H-20.0,H-20,,0,,,
Montpellier Saint-Roch,AG Méditerranée,6220,05/05/2017 18:20:00,TGV,05/05/2017 18:02:16,18,18,H-18.0,H-18,,0,,,
Montpellier Saint-Roch,AG Méditerranée,2928,05/05/2017 18:20:00,IDTGV,05/05/2017 18:02:16,18,18,H-18.0,H-18,,0,,,
Amiens,AG Manche-Nord,848575,05/05/2017 18:22:00,TER,05/05/2017 18:02:42,19,24,H-19.0,H-24,00:05:00,1,,,
Bordeaux Saint-Jean,AG Sud-Ouest,865087,05/05/2017 18:22:00,TER,05/05/2017 18:02:48,19,19,H-19.0,H-19,,0,,,
Marseille Saint-Charles,AG Méditerranée,879745,05/05/2017 18:09:00,TER,05/05/2017 18:02:49,6,6,H-6.0,H-6,,0,,,
Marseille Saint-Charles,AG Méditerranée,879633,05/05/2017 18:06:00,TER,05/05/2017 18:02:49,3,3,H-3.0,H-3,,0,,,
Dijon,AG Centre Est Rhône Alpin,891911,05/05/2017 18:23:00,TER,05/05/2017 18:03:08,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,17812,05/05/2017 18:22:00,TER,05/05/2017 18:03:08,19,19,H-19.0,H-19,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,866384,05/05/2017 18:25:00,TER,05/05/2017 18:03:49,21,21,H-21.0,H-21,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,6659,05/05/2017 18:17:00,TGV,05/05/2017 18:04:00,13,13,H-13.0,H-13,,0,,,
Dijon,AG Centre Est Rhône Alpin,891814,05/05/2017 18:26:00,TER,05/05/2017 18:04:08,22,22,H-22.0,H-22,,0,,,
Paris Gare du Nord,AG Ile-de-France,7572,05/05/2017 18:14:00,TGV,05/05/2017 18:04:08,10,10,H-10.0,H-10,,0,,,
Paris Gare du Nord,AG Ile-de-France,849934,05/05/2017 18:10:00,TER,05/05/2017 18:04:08,6,6,H-6.0,H-6,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,874122,05/05/2017 18:25:00,TER,05/05/2017 18:05:04,20,20,H-20.0,H-20,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,888933,05/05/2017 18:35:00,TER,05/05/2017 18:05:10,30,30,H-30.0,H-30,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885435,05/05/2017 18:22:00,TER,05/05/2017 18:05:10,17,17,H-17.0,H-17,,0,,,
Nantes,AG Centre-Ouest,859403,05/05/2017 18:25:00,TER,05/05/2017 18:05:13,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,831829,05/05/2017 18:25:00,TER,05/05/2017 18:05:19,20,20,H-20.0,H-20,,0,,,
Montpellier Saint-Roch,AG Méditerranée,876311,05/05/2017 18:26:00,TER,05/05/2017 18:05:20,21,21,H-21.0,H-21,,0,,,
Montpellier Saint-Roch,AG Méditerranée,876424,05/05/2017 18:09:00,TER,05/05/2017 18:05:20,4,4,H-4.0,H-4,,0,,,
Montpellier Saint-Roch,AG Méditerranée,4662,05/05/2017 17:59:00,INTERCITES,05/05/2017 18:05:20,-6,-6,H+6.0,H+6,,0,,,
Toulouse Matabiau,AG Sud-Ouest,4762,05/05/2017 18:13:00,INTERCITES,05/05/2017 18:05:47,7,7,H-7.0,H-7,,0,,,
Metz Ville,AG Est-Européen,837563,05/05/2017 18:21:00,TER,05/05/2017 18:06:23,15,15,H-15.0,H-15,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873363,05/05/2017 18:22:00,TER,05/05/2017 18:06:26,16,16,H-16.0,H-16,,0,,,
Nîmes,AG Méditerranée,5186,05/05/2017 18:24:00,TGV,05/05/2017 18:06:32,17,17,H-17.0,H-17,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,9898,05/05/2017 17:50:00,TGV,05/05/2017 18:06:52,-17,-17,H+17.0,H+17,,0,,,
Marseille Saint-Charles,AG Méditerranée,881634,05/05/2017 18:20:00,TER,05/05/2017 18:07:02,13,13,H-13.0,H-13,,0,,,
Nice,AG Méditerranée,86048,05/05/2017 18:24:00,TER,05/05/2017 18:07:09,17,17,H-17.0,H-17,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886939,05/05/2017 18:37:00,TER,05/05/2017 18:07:12,30,30,H-30.0,H-30,,0,,,
Lille Flandres,AG Manche-Nord,2529761,05/05/2017 18:55:00,TER,05/05/2017 18:07:35,47,47,H-47.0,H-47,,0,,,
Rennes,AG Centre-Ouest,8633,05/05/2017 18:12:00,TGV,05/05/2017 18:08:00,4,4,H-4.0,H-4,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887148,05/05/2017 19:11:00,TER,05/05/2017 18:08:04,63,63,H-63.0,H-63,,0,,,
Metz Ville,AG Est-Européen,837565,05/05/2017 18:28:00,TER,05/05/2017 18:08:05,20,20,H-20.0,H-20,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873296,05/05/2017 18:28:00,TER,05/05/2017 18:08:07,20,20,H-20.0,H-20,,0,,,
Toulouse Matabiau,AG Sud-Ouest,872712,05/05/2017 18:28:00,TER,05/05/2017 18:08:09,20,20,H-20.0,H-20,,0,,,
Paris Est,AG Ile-de-France,2676,05/05/2017 18:20:00,TGV,05/05/2017 18:08:10,12,12,H-12.0,H-12,,0,,,
Lens,AG Manche-Nord,843226,05/05/2017 18:21:00,TER,05/05/2017 18:08:11,13,33,H-13.0,H-33,00:20:00,1,,,
Bordeaux Saint-Jean,AG Sud-Ouest,865335,05/05/2017 18:26:00,TER,05/05/2017 18:08:12,18,18,H-18.0,H-18,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,16828,05/05/2017 18:08:00,TER,05/05/2017 18:09:04,-1,-1,H+1.0,H+1,,0,,,
Nantes,AG Centre-Ouest,1716982,05/05/2017 18:29:00,TER,05/05/2017 18:09:06,20,20,H-20.0,H-20,,0,,,
Paris Montparnasse,AG Ile-de-France,17084,05/05/2017 18:19:00,TGV,05/05/2017 18:09:15,10,10,H-10.0,H-10,,0,,,
Nancy,AG Est-Européen,833612,05/05/2017 18:29:00,TER,05/05/2017 18:09:20,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,88530,05/05/2017 18:11:00,TER,05/05/2017 18:09:20,2,2,H-2.0,H-2,,0,,,
Nancy,AG Est-Européen,837564,05/05/2017 18:02:00,TER,05/05/2017 18:09:20,-7,-2,H+7.0,H+2,00:05:00,1,,,
Grenoble,AG Centre Est Rhône Alpin,17534,05/05/2017 18:27:00,TER,05/05/2017 18:09:24,18,18,H-18.0,H-18,,0,,,
Metz Ville,AG Est-Européen,88532,05/05/2017 18:27:00,TER,05/05/2017 18:09:25,18,18,H-18.0,H-18,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6624,05/05/2017 18:12:00,TGV,05/05/2017 18:09:35,2,2,H-2.0,H-2,,0,,,
Dijon,AG Centre Est Rhône Alpin,9270,05/05/2017 18:22:00,TGV,05/05/2017 18:09:53,12,12,H-12.0,H-12,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887145,05/05/2017 19:15:00,TER,05/05/2017 18:09:55,65,65,H-65.0,H-65,,0,,,
Lille Europe,AG Manche-Nord,843997,05/05/2017 18:21:00,TER,05/05/2017 18:10:25,11,11,H-11.0,H-11,,0,,,
Lille Flandres,AG Manche-Nord,7067,05/05/2017 18:18:00,TGV,05/05/2017 18:10:37,7,7,H-7.0,H-7,,0,,,
Tours,AG Centre-Ouest,52525,05/05/2017 18:30:00,BUS,05/05/2017 18:10:41,19,19,H-19.0,H-19,,0,,,
Metz Ville,AG Est-Européen,830316,05/05/2017 18:30:00,TER,05/05/2017 18:10:46,19,19,H-19.0,H-19,,0,,,
Dijon,AG Centre Est Rhône Alpin,891504,05/05/2017 18:38:00,TER,05/05/2017 18:11:03,27,27,H-27.0,H-27,,0,,,
Le Mans,AG Centre-Ouest,857211,05/05/2017 18:31:00,TER,05/05/2017 18:11:10,20,20,H-20.0,H-20,,0,,,
Poitiers,AG Sud-Ouest,8437,05/05/2017 18:31:00,TGV,05/05/2017 18:11:11,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,831338,05/05/2017 18:31:00,TER,05/05/2017 18:11:12,20,20,H-20.0,H-20,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,860216,05/05/2017 18:32:00,TER,05/05/2017 18:12:07,20,20,H-20.0,H-20,,0,,,
Le Mans,AG Centre-Ouest,862567,05/05/2017 18:31:00,TER,05/05/2017 18:12:11,19,19,H-19.0,H-19,,0,,,
Tours,AG Centre-Ouest,52846,05/05/2017 18:35:00,BUS,05/05/2017 18:13:04,22,22,H-22.0,H-22,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885478,05/05/2017 18:33:00,TER,05/05/2017 18:13:08,20,20,H-20.0,H-20,,0,,,
Nantes,AG Centre-Ouest,858228,05/05/2017 18:33:00,TER,05/05/2017 18:13:10,20,20,H-20.0,H-20,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,883190,05/05/2017 18:30:00,TER,05/05/2017 18:13:11,17,17,H-17.0,H-17,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,10767,05/05/2017 18:24:00,TGV,05/05/2017 18:13:17,11,11,H-11.0,H-11,,0,,,
Paris Gare du Nord,AG Ile-de-France,847440,05/05/2017 18:23:00,TER,05/05/2017 18:13:24,10,10,H-10.0,H-10,,0,,,
Lille Europe,AG Manche-Nord,9153,05/05/2017 18:30:00,EUROSTAR,05/05/2017 18:13:37,16,16,H-16.0,H-16,,0,,,
Paris Austerlitz,AG Ile-de-France,14070,05/05/2017 18:34:00,INTERCITES,05/05/2017 18:14:11,20,20,H-20.0,H-20,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6920,05/05/2017 18:19:00,TGV,05/05/2017 18:14:17,5,5,H-5.0,H-5,,0,,,
Paris Gare de Lyon,AG Ile-de-France,891028,05/05/2017 18:14:00,TER,05/05/2017 18:14:17,0,0,H+0.0,H-0,,0,,,
Lens,AG Manche-Nord,843630,05/05/2017 18:34:00,TER,05/05/2017 18:14:26,20,20,H-20.0,H-20,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886738,05/05/2017 18:39:00,TER,05/05/2017 18:14:28,25,25,H-25.0,H-25,,0,,,
Lille Flandres,AG Manche-Nord,842438,05/05/2017 18:58:00,TER,05/05/2017 18:14:31,43,43,H-43.0,H-43,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,885770,05/05/2017 18:34:00,TER,05/05/2017 18:14:42,19,19,H-19.0,H-19,,0,,,
Rennes,AG Centre-Ouest,855247,05/05/2017 18:33:00,TER,05/05/2017 18:14:57,18,18,H-18.0,H-18,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885775,05/05/2017 18:34:00,TER,05/05/2017 18:14:59,19,19,H-19.0,H-19,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,886186,05/05/2017 19:20:00,TER,05/05/2017 18:15:00,65,65,H-65.0,H-65,,0,,,
Aix-en-Provence TGV,AG Méditerranée,26633,05/05/2017 18:30:00,TGV,05/05/2017 18:15:04,15,15,H-15.0,H-15,,0,,,
Montpellier Saint-Roch,AG Méditerranée,12282,05/05/2017 18:35:00,TGV,05/05/2017 18:15:06,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,87452,05/05/2017 18:34:00,TER,05/05/2017 18:15:06,19,19,H-19.0,H-19,,0,,,
Montpellier Saint-Roch,AG Méditerranée,876508,05/05/2017 18:30:00,TER,05/05/2017 18:15:06,15,15,H-15.0,H-15,,0,,,
Rennes,AG Centre-Ouest,8762,05/05/2017 18:29:00,TGV,05/05/2017 18:15:47,13,13,H-13.0,H-13,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,5967,05/05/2017 18:33:00,INTERCITES,05/05/2017 18:16:04,17,17,H-17.0,H-17,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,8324,05/05/2017 18:36:00,TGV,05/05/2017 18:16:10,20,20,H-20.0,H-20,,0,,,
Nîmes,AG Méditerranée,9879,05/05/2017 18:32:00,TGV,05/05/2017 18:16:10,16,16,H-16.0,H-16,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,1775963,05/05/2017 19:20:00,TER,05/05/2017 18:16:11,64,64,H-64.0,H-64,,0,,,
Lille Flandres,AG Manche-Nord,843919,05/05/2017 18:58:00,TER,05/05/2017 18:16:12,42,42,H-42.0,H-42,,0,,,
Toulouse Matabiau,AG Sud-Ouest,870312,05/05/2017 18:36:00,TER,05/05/2017 18:16:14,20,20,H-20.0,H-20,,0,,,
Nantes,AG Centre-Ouest,8831,05/05/2017 18:37:00,TGV,05/05/2017 18:17:03,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,830931,05/05/2017 18:37:00,TER,05/05/2017 18:17:07,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,17585,05/05/2017 18:29:00,TER,05/05/2017 18:17:12,12,12,H-12.0,H-12,,0,,,
Tours,AG Centre-Ouest,52967,05/05/2017 18:48:00,BUS,05/05/2017 18:17:48,30,30,H-30.0,H-30,,0,,,
Tours,AG Centre-Ouest,863046,05/05/2017 18:46:00,TER,05/05/2017 18:17:48,28,28,H-28.0,H-28,,0,,,
Tours,AG Centre-Ouest,860719,05/05/2017 18:45:00,TER,05/05/2017 18:17:48,27,27,H-27.0,H-27,,0,,,
Paris Austerlitz,AG Ile-de-France,860616,05/05/2017 18:38:00,TER,05/05/2017 18:18:04,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,830861,05/05/2017 18:38:00,TER,05/05/2017 18:18:08,20,20,H-20.0,H-20,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6122,05/05/2017 18:23:00,TGV,05/05/2017 18:18:10,5,5,H-5.0,H-5,,0,,,
Paris Gare de Lyon,AG Ile-de-France,2916,05/05/2017 18:23:00,IDTGV,05/05/2017 18:18:10,5,5,H-5.0,H-5,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873226,05/05/2017 18:38:00,TER,05/05/2017 18:18:16,20,20,H-20.0,H-20,,0,,,
Nice,AG Méditerranée,86053,05/05/2017 18:27:00,TER,05/05/2017 18:18:19,9,9,H-9.0,H-9,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,860719,05/05/2017 18:38:00,TER,05/05/2017 18:18:33,19,19,H-19.0,H-19,,0,,,
Marseille Saint-Charles,AG Méditerranée,880169,05/05/2017 18:25:00,TER,05/05/2017 18:18:50,6,6,H-6.0,H-6,,0,,,
Marseille Saint-Charles,AG Méditerranée,6168,05/05/2017 18:23:00,TGV,05/05/2017 18:18:50,4,4,H-4.0,H-4,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885180,05/05/2017 18:39:00,TER,05/05/2017 18:19:03,20,20,H-20.0,H-20,,0,,,
Nantes,AG Centre-Ouest,858174,05/05/2017 18:39:00,TER,05/05/2017 18:19:05,20,20,H-20.0,H-20,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,96616,05/05/2017 18:39:00,TER,05/05/2017 18:19:07,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,96234,05/05/2017 18:39:00,TER,05/05/2017 18:19:08,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,836220,05/05/2017 18:39:00,TER,05/05/2017 18:19:08,20,20,H-20.0,H-20,,0,,,
Nice,AG Méditerranée,881208,05/05/2017 18:39:00,TER,05/05/2017 18:19:20,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,891722,05/05/2017 18:32:00,TER,05/05/2017 18:19:40,12,12,H-12.0,H-12,,0,,,
Paris Bercy,AG Ile-de-France,17762,05/05/2017 18:22:00,TER,05/05/2017 18:19:44,2,2,H-2.0,H-2,,0,,,
Toulouse Matabiau,AG Sud-Ouest,871833,05/05/2017 18:40:00,TER,05/05/2017 18:20:06,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,835824,05/05/2017 18:40:00,TER,05/05/2017 18:20:08,20,20,H-20.0,H-20,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,17539,05/05/2017 18:37:00,TER,05/05/2017 18:20:08,17,17,H-17.0,H-17,,0,,,
Strasbourg,AG Est-Européen,830725,05/05/2017 18:40:00,TER,05/05/2017 18:20:09,20,20,H-20.0,H-20,,0,,,
Rennes,AG Centre-Ouest,855642,05/05/2017 18:37:00,TER,05/05/2017 18:20:11,17,17,H-17.0,H-17,,0,,,
Paris Montparnasse,AG Ile-de-France,16662,05/05/2017 18:30:00,TGV,05/05/2017 18:20:11,10,10,H-10.0,H-10,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873111,05/05/2017 18:40:00,TER,05/05/2017 18:21:09,19,19,H-19.0,H-19,,0,,,
Amiens,AG Manche-Nord,848330,05/05/2017 18:31:00,TER,05/05/2017 18:21:09,10,20,H-10.0,H-20,10:00:00,1,,,
Amiens,AG Manche-Nord,848907,05/05/2017 18:21:00,TER,05/05/2017 18:21:09,0,0,H+0.0,H-0,,0,,,
Strasbourg,AG Est-Européen,4510,05/05/2017 18:41:00,TGV,05/05/2017 18:21:10,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,835025,05/05/2017 18:41:00,TER,05/05/2017 18:21:10,20,20,H-20.0,H-20,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,17718,05/05/2017 18:40:00,TER,05/05/2017 18:21:12,19,19,H-19.0,H-19,,0,,,
Marseille Saint-Charles,AG Méditerranée,880621,05/05/2017 18:37:00,TER,05/05/2017 18:21:12,16,16,H-16.0,H-16,,0,,,
Metz Ville,AG Est-Européen,55335,05/05/2017 19:25:00,CAR,05/05/2017 18:21:14,64,64,H-64.0,H-64,,0,,,
Nancy,AG Est-Européen,837568,05/05/2017 18:40:00,TER,05/05/2017 18:21:19,19,19,H-19.0,H-19,,0,,,
Nancy,AG Est-Européen,833617,05/05/2017 18:25:00,TER,05/05/2017 18:21:19,4,4,H-4.0,H-4,,0,,,
Strasbourg,AG Est-Européen,832909,05/05/2017 18:23:00,TER,05/05/2017 18:21:30,2,2,H-2.0,H-2,,0,,,
Nancy,AG Est-Européen,68171,05/05/2017 19:31:00,BUS,05/05/2017 18:21:40,69,69,H-69.0,H-69,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,889931,05/05/2017 18:52:00,TER,05/05/2017 18:22:05,30,30,H-30.0,H-30,,0,,,
Strasbourg,AG Est-Européen,831753,05/05/2017 18:42:00,TER,05/05/2017 18:22:11,20,20,H-20.0,H-20,,0,,,
Limoges Bénédictins,AG Sud-Ouest,868701,05/05/2017 18:42:00,TER,05/05/2017 18:22:34,19,19,H-19.0,H-19,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,883675,05/05/2017 18:27:00,TER,05/05/2017 18:22:50,4,4,H-4.0,H-4,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,883386,05/05/2017 18:24:00,TER,05/05/2017 18:22:50,1,6,H-1.0,H-6,00:05:00,1,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887411,05/05/2017 19:22:00,TER,05/05/2017 18:22:57,59,59,H-59.0,H-59,,0,,,
Paris Gare du Nord,AG Ile-de-France,12328,05/05/2017 18:32:00,INTERCITES,05/05/2017 18:22:59,9,9,H-9.0,H-9,,0,,,
Lens,AG Manche-Nord,846443,05/05/2017 18:43:00,TER,05/05/2017 18:23:03,20,20,H-20.0,H-20,,0,,,
Nantes,AG Centre-Ouest,858874,05/05/2017 18:43:00,TER,05/05/2017 18:23:49,19,19,H-19.0,H-19,,0,,,
Le Mans,AG Centre-Ouest,17340,05/05/2017 18:36:00,TGV,05/05/2017 18:23:51,12,12,H-12.0,H-12,,0,,,
Lens,AG Manche-Nord,846434,05/05/2017 18:44:00,TER,05/05/2017 18:24:03,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,839806,05/05/2017 18:44:00,TER,05/05/2017 18:24:04,20,20,H-20.0,H-20,,0,,,
Metz Ville,AG Est-Européen,834860,05/05/2017 18:26:00,TER,05/05/2017 18:24:16,2,2,H-2.0,H-2,,0,,,
Lille Flandres,AG Manche-Nord,843545,05/05/2017 19:14:00,TER,05/05/2017 18:24:19,50,50,H-50.0,H-50,,0,,,
Lille Flandres,AG Manche-Nord,844842,05/05/2017 18:59:00,TER,05/05/2017 18:24:19,35,35,H-35.0,H-35,,0,,,
Lille Flandres,AG Manche-Nord,19724,05/05/2017 18:50:00,TER,05/05/2017 18:24:19,26,26,H-26.0,H-26,,0,,,
Paris Gare du Nord,AG Ile-de-France,847876,05/05/2017 18:29:00,TER,05/05/2017 18:25:01,4,4,H-4.0,H-4,,0,,,
Nancy,AG Est-Européen,4627,05/05/2017 18:45:00,TGV,05/05/2017 18:25:03,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,830559,05/05/2017 18:45:00,TER,05/05/2017 18:25:03,20,20,H-20.0,H-20,,0,,,
Rennes,AG Centre-Ouest,854254,05/05/2017 18:45:00,TER,05/05/2017 18:25:04,20,20,H-20.0,H-20,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,866782,05/05/2017 18:44:00,TER,05/05/2017 18:25:13,19,19,H-19.0,H-19,,0,,,
Metz Ville,AG Est-Européen,68141,05/05/2017 19:26:00,CAR,05/05/2017 18:25:17,61,61,H-61.0,H-61,,0,,,
Metz Ville,AG Est-Européen,88755,05/05/2017 18:44:00,TER,05/05/2017 18:25:17,19,19,H-19.0,H-19,,0,,,
Toulouse Matabiau,AG Sud-Ouest,1742042,05/05/2017 18:45:00,TER,05/05/2017 18:25:20,20,20,H-20.0,H-20,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,889441,05/05/2017 18:39:00,TER,05/05/2017 18:25:34,13,13,H-13.0,H-13,,0,,,
Toulouse Matabiau,AG Sud-Ouest,4667,05/05/2017 18:46:00,INTERCITES,05/05/2017 18:26:11,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,835024,05/05/2017 18:46:00,TER,05/05/2017 18:26:14,20,20,H-20.0,H-20,,0,,,
Montpellier Saint-Roch,AG Méditerranée,876427,05/05/2017 18:47:00,TER,05/05/2017 18:26:32,20,20,H-20.0,H-20,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,875717,05/05/2017 19:31:00,TER,05/05/2017 18:26:50,64,64,H-64.0,H-64,,0,,,
Poitiers,AG Sud-Ouest,5223,05/05/2017 18:42:00,TGV,05/05/2017 18:27:03,15,20,H-15.0,H-20,00:05:00,1,,,
Poitiers,AG Sud-Ouest,863424,05/05/2017 18:31:00,TER,05/05/2017 18:27:03,4,19,H-4.0,H-19,00:15:00,1,,,
Amiens,AG Manche-Nord,848628,05/05/2017 18:33:00,TER,05/05/2017 18:27:04,6,6,H-6.0,H-6,,0,,,
Strasbourg,AG Est-Européen,831340,05/05/2017 18:47:00,TER,05/05/2017 18:27:05,20,20,H-20.0,H-20,,0,,,
Aéroport Charles de Gaulle 2 TGV,AG Ile-de-France,10467,05/05/2017 18:42:00,TGV,05/05/2017 18:27:05,15,15,H-15.0,H-15,,0,,,
Rennes,AG Centre-Ouest,855251,05/05/2017 18:47:00,TER,05/05/2017 18:27:06,20,20,H-20.0,H-20,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886236,05/05/2017 18:56:00,TER,05/05/2017 18:27:49,28,28,H-28.0,H-28,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,16676,05/05/2017 18:45:00,TGV,05/05/2017 18:28:03,17,17,H-17.0,H-17,,0,,,
Paris Gare du Nord,AG Ile-de-France,9364,05/05/2017 18:35:00,THALYS,05/05/2017 18:28:03,7,7,H-7.0,H-7,,0,,,
